fragmanetAndSide,fragment,class,fragmentVote,fragmentAndSideVote,fragmentAndSideTrendVote,fragmentAndSideTrendVoteStrict,fragmentAndSideTrendVoteSync,fragmentAndSideTrend,fragmentAndSideCubes,origCoordinates
PX303Fg006_4X4_0X1_1_PX303Fg006_4X4_1X1_0,PX303Fg006_4X4_0X1_PX303Fg006_4X4_1X1,1,27,25,25,0,0,"[[False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3]]","[[1263, 550, 50, 550], [1263, 550, 50, 600], [1263, 400, 50, 400], [1263, 400, 50, 450], [1263, 750, 50, 750], [1263, 750, 50, 800], [1263, 650, 50, 700], [1263, 650, 50, 650], [1263, 500, 50, 550], [1263, 500, 50, 500], [1263, 800, 50, 800], [1263, 800, 50, 850], [1263, 600, 50, 650], [1263, 600, 50, 600], [1263, 520, 50, 520], [1263, 850, 50, 850], [1263, 350, 50, 400], [1263, 350, 50, 350], [1263, 430, 50, 430], [1263, 300, 50, 300], [1263, 300, 50, 350], [1263, 700, 50, 700], [1263, 700, 50, 750], [1263, 450, 50, 500], [1263, 450, 50, 450]]",[]
PX303Fg006_6X3_0X2_1_PX303Fg006_6X3_3X1_0,PX303Fg006_6X3_0X2_PX303Fg006_6X3_3X1,0,5,2,2,0,0,"[[False, 0, 1], [False, 1, 1]]","[[413, 0, 50, 250], [413, 250, 50, 250]]",[]
PX303Fg006_6X3_2X2_1_PX303Fg006_6X3_5X0_0,PX303Fg006_6X3_2X2_PX303Fg006_6X3_5X0,0,10,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[1138, 0, 50, 250], [1138, 0, 50, 0], [1138, 250, 50, 250], [1138, 250, 50, 0]]",[]
PX303Fg006_4X4_2X1_1_PX303Fg006_4X4_3X0_1,PX303Fg006_4X4_2X1_PX303Fg006_4X4_3X0,0,5,2,2,0,0,"[[False, 1, 0], [False, 1, 1]]","[[836, 250, 1208, 250], [836, 250, 1208, 0]]",[]
PX303Fg006_5X3_0X2_1_PX303Fg006_5X3_3X1_0,PX303Fg006_5X3_0X2_PX303Fg006_5X3_3X1,0,4,2,2,0,0,"[[False, 0, 1], [False, 1, 1]]","[[1008, 0, 50, 250], [1008, 250, 50, 250]]",[]
PX303Fg006_6X4_3X3_1_PX303Fg006_6X4_4X3_0,PX303Fg006_6X4_3X3_PX303Fg006_6X4_4X3,0,3,3,3,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 1]]","[[1423, 0, 50, 250], [1423, 0, 50, 0], [1423, 350, 50, 300]]",[]
PX303Fg006_5X4_0X3_1_PX303Fg006_5X4_4X3_0,PX303Fg006_5X4_0X3_PX303Fg006_5X4_4X3,0,7,2,2,0,0,"[[False, 0, 1], [False, 1, 1]]","[[919, 250, 50, 250], [919, 0, 50, 250]]",[]
PX303Fg006_6X4_1X0_1_PX303Fg006_6X4_4X2_0,PX303Fg006_6X4_1X0_PX303Fg006_6X4_4X2,0,10,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[915, 250, 50, 250], [915, 250, 50, 0], [915, 0, 50, 250], [915, 0, 50, 0]]",[]
PX303Fg006_6X3_3X0_1_PX303Fg006_6X3_5X1_1,PX303Fg006_6X3_3X0_PX303Fg006_6X3_5X1,0,7,3,3,0,0,"[[False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[751, 250, 793, 250], [751, 250, 793, 0], [751, 0, 793, 250]]",[]
PX303Fg006_6X4_1X3_1_PX303Fg006_6X4_4X2_1,PX303Fg006_6X4_1X3_PX303Fg006_6X4_4X2,0,6,2,2,0,0,"[[False, 1, 0], [False, 1, 1]]","[[624, 250, 373, 250], [624, 250, 373, 0]]",[]
PX303Fg006_6X4_0X0_0_PX303Fg006_6X4_5X1_1,PX303Fg006_6X4_0X0_PX303Fg006_6X4_5X1,0,11,1,1,0,0,"[[False, 1, 1]]","[[50, 250, 643, 250]]",[]
PX303Fg006_5X3_1X2_0_PX303Fg006_5X3_3X1_0,PX303Fg006_5X3_1X2_PX303Fg006_5X3_3X1,0,3,1,1,0,0,"[[False, 1, 1]]","[[50, 250, 50, 250]]",[]
PX303Fg006_5X4_2X1_0_PX303Fg006_5X4_3X3_0,PX303Fg006_5X4_2X1_PX303Fg006_5X4_3X3,0,2,1,1,0,0,"[[False, 0, 1]]","[[50, 0, 50, 250]]",[]
PX303Fg006_5X4_0X3_1_PX303Fg006_5X4_2X0_0,PX303Fg006_5X4_0X3_PX303Fg006_5X4_2X0,0,7,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[919, 250, 50, 250], [919, 250, 50, 0], [919, 0, 50, 250], [919, 0, 50, 0]]",[]
PX303Fg006_6X3_3X0_1_PX303Fg006_6X3_4X1_0,PX303Fg006_6X3_3X0_PX303Fg006_6X3_4X1,0,2,2,2,0,0,"[[False, 0, 1], [False, 1, 1]]","[[751, 250, 50, 250], [751, 0, 50, 250]]",[]
PX303Fg006_5X4_0X0_0_PX303Fg006_5X4_4X2_1,PX303Fg006_5X4_0X0_PX303Fg006_5X4_4X2,0,9,1,1,0,0,"[[False, 1, 1]]","[[50, 250, 827, 250]]",[]
PX303Fg006_5X4_0X0_1_PX303Fg006_5X4_1X3_0,PX303Fg006_5X4_0X0_PX303Fg006_5X4_1X3,0,4,2,2,0,0,"[[False, 0, 1], [False, 1, 1]]","[[894, 250, 50, 250], [894, 0, 50, 250]]",[]
PX303Fg006_6X3_0X2_1_PX303Fg006_6X3_1X2_0,PX303Fg006_6X3_0X2_PX303Fg006_6X3_1X2,1,66,61,61,100,50,"[[False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 2, 1], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 3, 2], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 4, 3], [False, 4, 4], [False, 4, 4], [False, 4, 4], [False, 4, 4], [False, 4, 4]]","[[413, 950, 50, 950], [413, 950, 50, 900], [413, 450, 50, 450], [413, 450, 50, 400], [413, 400, 50, 350], [413, 400, 50, 400], [413, 900, 50, 900], [413, 900, 50, 850], [413, 0, 50, 250], [413, 0, 50, 0], [413, 80, 50, 80], [413, 550, 50, 550], [413, 550, 50, 500], [413, 700, 50, 650], [413, 700, 50, 700], [413, 350, 50, 350], [413, 270, 50, 270], [413, 430, 50, 430], [413, 350, 50, 300], [413, 270, 50, 220], [413, 600, 50, 550], [413, 600, 50, 600], [413, 520, 50, 520], [413, 50, 50, 50], [413, 130, 50, 130], [413, 50, 50, 0], [413, 130, 50, 80], [413, 300, 50, 250], [413, 220, 50, 170], [413, 300, 50, 300], [413, 220, 50, 220], [413, 250, 50, 250], [413, 170, 50, 170], [413, 250, 50, 200], [413, 250, 50, 0], [413, 1100, 50, 1100], [413, 1100, 50, 1050], [413, 200, 50, 150], [413, 200, 50, 200], [413, 1000, 50, 950], [413, 1000, 50, 1000], [413, 1050, 50, 1000], [413, 1050, 50, 1050], [413, 970, 50, 970], [413, 750, 50, 750], [413, 750, 50, 700], [413, 100, 50, 100], [413, 180, 50, 180], [413, 100, 50, 50], [413, 180, 50, 130], [413, 650, 50, 650], [413, 650, 50, 600], [413, 500, 50, 450], [413, 500, 50, 500], [413, 800, 50, 800], [413, 880, 50, 880], [413, 800, 50, 750], [413, 850, 50, 800], [413, 850, 50, 850], [413, 150, 50, 150], [413, 150, 50, 100]]",[]
PX303Fg006_6X3_1X0_0_PX303Fg006_6X3_3X0_1,PX303Fg006_6X3_1X0_PX303Fg006_6X3_3X0,0,11,1,1,0,0,"[[False, 1, 0]]","[[50, 250, 751, 0]]",[]
PX303Fg006_5X3_0X2_1_PX303Fg006_5X3_4X1_1,PX303Fg006_5X3_0X2_PX303Fg006_5X3_4X1,0,3,2,2,0,0,"[[False, 1, 0], [False, 1, 1]]","[[1008, 250, 1131, 250], [1008, 250, 1131, 0]]",[]
PX303Fg006_5X3_1X0_1_PX303Fg006_5X3_4X0_0,PX303Fg006_5X3_1X0_PX303Fg006_5X3_4X0,0,4,2,2,0,0,"[[False, 0, 0], [False, 0, 1]]","[[1074, 0, 50, 250], [1074, 0, 50, 0]]",[]
PX303Fg006_4X3_1X2_0_PX303Fg006_4X3_2X2_0,PX303Fg006_4X3_1X2_PX303Fg006_4X3_2X2,0,44,2,2,2,1,"[[False, 1, 0], [False, 1, 1]]","[[50, 250, 50, 250], [50, 250, 50, 0]]",[]
PX303Fg006_4X4_2X0_1_PX303Fg006_4X4_3X0_1,PX303Fg006_4X4_2X0_PX303Fg006_4X4_3X0,0,32,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[1228, 250, 1208, 250], [1228, 250, 1208, 0], [1228, 0, 1208, 250], [1228, 0, 1208, 0]]",[]
